session_id,configuration_id,ablation_mode,p,gamma,delay_s,packet_loss_rate,metric,mean,std,ci95_low,ci95_high,n
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d0p5_loss0p1,baseline_graph_slam,2.000000,1.000000,0.500000,0.100000,pose_rmse_m,0.643951,0.010684,0.634586,0.653316,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d0p5_loss0p1,baseline_graph_slam,2.000000,1.000000,0.500000,0.100000,map_alignment_rmse_m,0.434812,0.010414,0.425683,0.443940,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d0p5_loss0p1,baseline_graph_slam,2.000000,1.000000,0.500000,0.100000,fusion_time_s,1.154456,0.014249,1.141966,1.166946,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d0p5_loss0p1,baseline_graph_slam,2.000000,1.000000,0.500000,0.100000,theta_mean,0.540726,0.006558,0.534977,0.546475,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d0p5_loss0p1,baseline_graph_slam,2.000000,1.000000,0.500000,0.100000,theta_std,0.052837,0.002856,0.050333,0.055341,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d0p5_loss0p3,baseline_graph_slam,2.000000,1.000000,0.500000,0.300000,pose_rmse_m,0.831645,0.008177,0.824478,0.838813,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d0p5_loss0p3,baseline_graph_slam,2.000000,1.000000,0.500000,0.300000,map_alignment_rmse_m,0.564963,0.004681,0.560860,0.569066,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d0p5_loss0p3,baseline_graph_slam,2.000000,1.000000,0.500000,0.300000,fusion_time_s,1.351379,0.019176,1.334571,1.368188,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d0p5_loss0p3,baseline_graph_slam,2.000000,1.000000,0.500000,0.300000,theta_mean,0.489162,0.016688,0.474535,0.503790,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d0p5_loss0p3,baseline_graph_slam,2.000000,1.000000,0.500000,0.300000,theta_std,0.053878,0.004287,0.050120,0.057636,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d2_loss0p1,baseline_graph_slam,2.000000,1.000000,2.000000,0.100000,pose_rmse_m,0.841559,0.020331,0.823738,0.859380,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d2_loss0p1,baseline_graph_slam,2.000000,1.000000,2.000000,0.100000,map_alignment_rmse_m,0.560370,0.010262,0.551375,0.569364,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d2_loss0p1,baseline_graph_slam,2.000000,1.000000,2.000000,0.100000,fusion_time_s,1.706229,0.016123,1.692096,1.720361,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d2_loss0p1,baseline_graph_slam,2.000000,1.000000,2.000000,0.100000,theta_mean,0.107777,0.002190,0.105857,0.109697,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d2_loss0p1,baseline_graph_slam,2.000000,1.000000,2.000000,0.100000,theta_std,0.015836,0.003084,0.013133,0.018539,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d2_loss0p3,baseline_graph_slam,2.000000,1.000000,2.000000,0.300000,pose_rmse_m,1.006686,0.012487,0.995740,1.017631,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d2_loss0p3,baseline_graph_slam,2.000000,1.000000,2.000000,0.300000,map_alignment_rmse_m,0.686616,0.013261,0.674992,0.698239,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d2_loss0p3,baseline_graph_slam,2.000000,1.000000,2.000000,0.300000,fusion_time_s,1.896244,0.021842,1.877099,1.915390,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d2_loss0p3,baseline_graph_slam,2.000000,1.000000,2.000000,0.300000,theta_mean,0.092615,0.003340,0.089687,0.095542,5
springer_revision_full_20260530,baseline-graph-slam_p2_g1_d2_loss0p3,baseline_graph_slam,2.000000,1.000000,2.000000,0.300000,theta_std,0.014315,0.001377,0.013107,0.015522,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d0p5_loss0p1,baseline_graph_slam,3.000000,0.000000,0.500000,0.100000,pose_rmse_m,0.669328,0.015517,0.655727,0.682930,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d0p5_loss0p1,baseline_graph_slam,3.000000,0.000000,0.500000,0.100000,map_alignment_rmse_m,0.443816,0.008199,0.436629,0.451003,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d0p5_loss0p1,baseline_graph_slam,3.000000,0.000000,0.500000,0.100000,fusion_time_s,1.146279,0.018965,1.129655,1.162902,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d0p5_loss0p1,baseline_graph_slam,3.000000,0.000000,0.500000,0.100000,theta_mean,0.959312,0.005183,0.954769,0.963856,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d0p5_loss0p1,baseline_graph_slam,3.000000,0.000000,0.500000,0.100000,theta_std,0.019206,0.002748,0.016797,0.021614,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d0p5_loss0p3,baseline_graph_slam,3.000000,0.000000,0.500000,0.300000,pose_rmse_m,0.824783,0.006793,0.818828,0.830737,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d0p5_loss0p3,baseline_graph_slam,3.000000,0.000000,0.500000,0.300000,map_alignment_rmse_m,0.560770,0.009682,0.552283,0.569256,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d0p5_loss0p3,baseline_graph_slam,3.000000,0.000000,0.500000,0.300000,fusion_time_s,1.338184,0.022520,1.318444,1.357923,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d0p5_loss0p3,baseline_graph_slam,3.000000,0.000000,0.500000,0.300000,theta_mean,0.909830,0.010372,0.900738,0.918922,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d0p5_loss0p3,baseline_graph_slam,3.000000,0.000000,0.500000,0.300000,theta_std,0.033742,0.003784,0.030425,0.037059,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d2_loss0p1,baseline_graph_slam,3.000000,0.000000,2.000000,0.100000,pose_rmse_m,0.841578,0.007816,0.834727,0.848429,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d2_loss0p1,baseline_graph_slam,3.000000,0.000000,2.000000,0.100000,map_alignment_rmse_m,0.561829,0.011769,0.551513,0.572144,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d2_loss0p1,baseline_graph_slam,3.000000,0.000000,2.000000,0.100000,fusion_time_s,1.684424,0.024259,1.663160,1.705688,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d2_loss0p1,baseline_graph_slam,3.000000,0.000000,2.000000,0.100000,theta_mean,0.901182,0.009027,0.893269,0.909094,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d2_loss0p1,baseline_graph_slam,3.000000,0.000000,2.000000,0.100000,theta_std,0.036360,0.002226,0.034409,0.038312,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d2_loss0p3,baseline_graph_slam,3.000000,0.000000,2.000000,0.300000,pose_rmse_m,1.007422,0.021527,0.988553,1.026291,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d2_loss0p3,baseline_graph_slam,3.000000,0.000000,2.000000,0.300000,map_alignment_rmse_m,0.695332,0.005397,0.690601,0.700063,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d2_loss0p3,baseline_graph_slam,3.000000,0.000000,2.000000,0.300000,fusion_time_s,1.886014,0.010867,1.876488,1.895539,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d2_loss0p3,baseline_graph_slam,3.000000,0.000000,2.000000,0.300000,theta_mean,0.817165,0.018398,0.801038,0.833291,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0_d2_loss0p3,baseline_graph_slam,3.000000,0.000000,2.000000,0.300000,theta_std,0.057724,0.006155,0.052329,0.063119,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d0p5_loss0p1,baseline_graph_slam,3.000000,0.250000,0.500000,0.100000,pose_rmse_m,0.658887,0.014518,0.646161,0.671612,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d0p5_loss0p1,baseline_graph_slam,3.000000,0.250000,0.500000,0.100000,map_alignment_rmse_m,0.442772,0.017460,0.427467,0.458077,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d0p5_loss0p1,baseline_graph_slam,3.000000,0.250000,0.500000,0.100000,fusion_time_s,1.171312,0.023957,1.150313,1.192312,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d0p5_loss0p1,baseline_graph_slam,3.000000,0.250000,0.500000,0.100000,theta_mean,0.846838,0.006129,0.841465,0.852210,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d0p5_loss0p1,baseline_graph_slam,3.000000,0.250000,0.500000,0.100000,theta_std,0.026468,0.002761,0.024048,0.028888,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d0p5_loss0p3,baseline_graph_slam,3.000000,0.250000,0.500000,0.300000,pose_rmse_m,0.814954,0.026440,0.791779,0.838130,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d0p5_loss0p3,baseline_graph_slam,3.000000,0.250000,0.500000,0.300000,map_alignment_rmse_m,0.572998,0.019185,0.556182,0.589815,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d0p5_loss0p3,baseline_graph_slam,3.000000,0.250000,0.500000,0.300000,fusion_time_s,1.352068,0.017350,1.336859,1.367276,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d0p5_loss0p3,baseline_graph_slam,3.000000,0.250000,0.500000,0.300000,theta_mean,0.802703,0.008139,0.795569,0.809836,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d0p5_loss0p3,baseline_graph_slam,3.000000,0.250000,0.500000,0.300000,theta_std,0.035613,0.002592,0.033341,0.037885,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d2_loss0p1,baseline_graph_slam,3.000000,0.250000,2.000000,0.100000,pose_rmse_m,0.826507,0.012164,0.815845,0.837169,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d2_loss0p1,baseline_graph_slam,3.000000,0.250000,2.000000,0.100000,map_alignment_rmse_m,0.558936,0.006886,0.552901,0.564972,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d2_loss0p1,baseline_graph_slam,3.000000,0.250000,2.000000,0.100000,fusion_time_s,1.693136,0.022561,1.673360,1.712911,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d2_loss0p1,baseline_graph_slam,3.000000,0.250000,2.000000,0.100000,theta_mean,0.547674,0.005754,0.542631,0.552718,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d2_loss0p1,baseline_graph_slam,3.000000,0.250000,2.000000,0.100000,theta_std,0.026141,0.002898,0.023601,0.028681,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d2_loss0p3,baseline_graph_slam,3.000000,0.250000,2.000000,0.300000,pose_rmse_m,1.002529,0.014489,0.989829,1.015230,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d2_loss0p3,baseline_graph_slam,3.000000,0.250000,2.000000,0.300000,map_alignment_rmse_m,0.678383,0.011717,0.668113,0.688653,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d2_loss0p3,baseline_graph_slam,3.000000,0.250000,2.000000,0.300000,fusion_time_s,1.878947,0.010134,1.870064,1.887831,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d2_loss0p3,baseline_graph_slam,3.000000,0.250000,2.000000,0.300000,theta_mean,0.493448,0.009777,0.484878,0.502018,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p25_d2_loss0p3,baseline_graph_slam,3.000000,0.250000,2.000000,0.300000,theta_std,0.036905,0.004604,0.032870,0.040940,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d0p5_loss0p1,baseline_graph_slam,3.000000,0.500000,0.500000,0.100000,pose_rmse_m,0.652593,0.018207,0.636634,0.668552,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d0p5_loss0p1,baseline_graph_slam,3.000000,0.500000,0.500000,0.100000,map_alignment_rmse_m,0.437384,0.013229,0.425788,0.448980,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d0p5_loss0p1,baseline_graph_slam,3.000000,0.500000,0.500000,0.100000,fusion_time_s,1.155064,0.012547,1.144066,1.166062,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d0p5_loss0p1,baseline_graph_slam,3.000000,0.500000,0.500000,0.100000,theta_mean,0.750963,0.004170,0.747308,0.754618,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d0p5_loss0p1,baseline_graph_slam,3.000000,0.500000,0.500000,0.100000,theta_std,0.035924,0.001567,0.034551,0.037298,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d0p5_loss0p3,baseline_graph_slam,3.000000,0.500000,0.500000,0.300000,pose_rmse_m,0.827694,0.022248,0.808192,0.847196,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d0p5_loss0p3,baseline_graph_slam,3.000000,0.500000,0.500000,0.300000,map_alignment_rmse_m,0.571774,0.007204,0.565460,0.578089,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d0p5_loss0p3,baseline_graph_slam,3.000000,0.500000,0.500000,0.300000,fusion_time_s,1.351641,0.013565,1.339751,1.363532,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d0p5_loss0p3,baseline_graph_slam,3.000000,0.500000,0.500000,0.300000,theta_mean,0.707859,0.008039,0.700812,0.714906,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d0p5_loss0p3,baseline_graph_slam,3.000000,0.500000,0.500000,0.300000,theta_std,0.040389,0.005458,0.035605,0.045173,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d2_loss0p1,baseline_graph_slam,3.000000,0.500000,2.000000,0.100000,pose_rmse_m,0.843408,0.016491,0.828953,0.857864,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d2_loss0p1,baseline_graph_slam,3.000000,0.500000,2.000000,0.100000,map_alignment_rmse_m,0.561481,0.016546,0.546978,0.575985,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d2_loss0p1,baseline_graph_slam,3.000000,0.500000,2.000000,0.100000,fusion_time_s,1.697134,0.022089,1.677772,1.716496,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d2_loss0p1,baseline_graph_slam,3.000000,0.500000,2.000000,0.100000,theta_mean,0.332477,0.002724,0.330090,0.334865,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d2_loss0p1,baseline_graph_slam,3.000000,0.500000,2.000000,0.100000,theta_std,0.024611,0.002541,0.022384,0.026839,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d2_loss0p3,baseline_graph_slam,3.000000,0.500000,2.000000,0.300000,pose_rmse_m,1.007821,0.005465,1.003030,1.012611,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d2_loss0p3,baseline_graph_slam,3.000000,0.500000,2.000000,0.300000,map_alignment_rmse_m,0.688688,0.013389,0.676953,0.700424,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d2_loss0p3,baseline_graph_slam,3.000000,0.500000,2.000000,0.300000,fusion_time_s,1.909182,0.011931,1.898724,1.919639,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d2_loss0p3,baseline_graph_slam,3.000000,0.500000,2.000000,0.300000,theta_mean,0.298308,0.005570,0.293425,0.303190,5
springer_revision_full_20260530,baseline-graph-slam_p3_g0p5_d2_loss0p3,baseline_graph_slam,3.000000,0.500000,2.000000,0.300000,theta_std,0.027648,0.003380,0.024685,0.030611,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d0p5_loss0p1,baseline_graph_slam,3.000000,1.000000,0.500000,0.100000,pose_rmse_m,0.661919,0.008729,0.654268,0.669570,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d0p5_loss0p1,baseline_graph_slam,3.000000,1.000000,0.500000,0.100000,map_alignment_rmse_m,0.449301,0.009449,0.441019,0.457583,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d0p5_loss0p1,baseline_graph_slam,3.000000,1.000000,0.500000,0.100000,fusion_time_s,1.179499,0.023137,1.159219,1.199779,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d0p5_loss0p1,baseline_graph_slam,3.000000,1.000000,0.500000,0.100000,theta_mean,0.578053,0.008484,0.570617,0.585489,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d0p5_loss0p1,baseline_graph_slam,3.000000,1.000000,0.500000,0.100000,theta_std,0.056839,0.004056,0.053284,0.060394,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d0p5_loss0p3,baseline_graph_slam,3.000000,1.000000,0.500000,0.300000,pose_rmse_m,0.823655,0.012818,0.812420,0.834891,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d0p5_loss0p3,baseline_graph_slam,3.000000,1.000000,0.500000,0.300000,map_alignment_rmse_m,0.564670,0.015845,0.550781,0.578558,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d0p5_loss0p3,baseline_graph_slam,3.000000,1.000000,0.500000,0.300000,fusion_time_s,1.380778,0.022489,1.361066,1.400490,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d0p5_loss0p3,baseline_graph_slam,3.000000,1.000000,0.500000,0.300000,theta_mean,0.553424,0.010167,0.544511,0.562336,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d0p5_loss0p3,baseline_graph_slam,3.000000,1.000000,0.500000,0.300000,theta_std,0.056781,0.004204,0.053097,0.060466,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d2_loss0p1,baseline_graph_slam,3.000000,1.000000,2.000000,0.100000,pose_rmse_m,0.843215,0.024333,0.821885,0.864544,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d2_loss0p1,baseline_graph_slam,3.000000,1.000000,2.000000,0.100000,map_alignment_rmse_m,0.552359,0.013539,0.540491,0.564227,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d2_loss0p1,baseline_graph_slam,3.000000,1.000000,2.000000,0.100000,fusion_time_s,1.715763,0.025877,1.693080,1.738445,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d2_loss0p1,baseline_graph_slam,3.000000,1.000000,2.000000,0.100000,theta_mean,0.122648,0.002340,0.120597,0.124699,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d2_loss0p1,baseline_graph_slam,3.000000,1.000000,2.000000,0.100000,theta_std,0.014639,0.001479,0.013343,0.015935,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d2_loss0p3,baseline_graph_slam,3.000000,1.000000,2.000000,0.300000,pose_rmse_m,1.002500,0.008364,0.995169,1.009831,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d2_loss0p3,baseline_graph_slam,3.000000,1.000000,2.000000,0.300000,map_alignment_rmse_m,0.692081,0.015655,0.678358,0.705803,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d2_loss0p3,baseline_graph_slam,3.000000,1.000000,2.000000,0.300000,fusion_time_s,1.901036,0.018649,1.884689,1.917383,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d2_loss0p3,baseline_graph_slam,3.000000,1.000000,2.000000,0.300000,theta_mean,0.109896,0.002250,0.107924,0.111868,5
springer_revision_full_20260530,baseline-graph-slam_p3_g1_d2_loss0p3,baseline_graph_slam,3.000000,1.000000,2.000000,0.300000,theta_std,0.014959,0.001523,0.013623,0.016294,5
springer_revision_full_20260530,decentralized-only_p1_g0_d0p5_loss0p1,decentralized_only,1.000000,0.000000,0.500000,0.100000,pose_rmse_m,0.802438,0.013396,0.790695,0.814180,5
springer_revision_full_20260530,decentralized-only_p1_g0_d0p5_loss0p1,decentralized_only,1.000000,0.000000,0.500000,0.100000,map_alignment_rmse_m,0.539170,0.009576,0.530776,0.547564,5
springer_revision_full_20260530,decentralized-only_p1_g0_d0p5_loss0p1,decentralized_only,1.000000,0.000000,0.500000,0.100000,fusion_time_s,0.949815,0.012185,0.939134,0.960495,5
springer_revision_full_20260530,decentralized-only_p1_g0_d0p5_loss0p1,decentralized_only,1.000000,0.000000,0.500000,0.100000,theta_mean,0.666568,0.017210,0.651482,0.681653,5
springer_revision_full_20260530,decentralized-only_p1_g0_d0p5_loss0p1,decentralized_only,1.000000,0.000000,0.500000,0.100000,theta_std,0.059870,0.004822,0.055643,0.064096,5
springer_revision_full_20260530,decentralized-only_p1_g0_d0p5_loss0p3,decentralized_only,1.000000,0.000000,0.500000,0.300000,pose_rmse_m,0.977461,0.006420,0.971833,0.983088,5
springer_revision_full_20260530,decentralized-only_p1_g0_d0p5_loss0p3,decentralized_only,1.000000,0.000000,0.500000,0.300000,map_alignment_rmse_m,0.659941,0.013937,0.647724,0.672157,5
springer_revision_full_20260530,decentralized-only_p1_g0_d0p5_loss0p3,decentralized_only,1.000000,0.000000,0.500000,0.300000,fusion_time_s,1.128210,0.026156,1.105284,1.151137,5
springer_revision_full_20260530,decentralized-only_p1_g0_d0p5_loss0p3,decentralized_only,1.000000,0.000000,0.500000,0.300000,theta_mean,0.554791,0.017494,0.539457,0.570126,5
springer_revision_full_20260530,decentralized-only_p1_g0_d0p5_loss0p3,decentralized_only,1.000000,0.000000,0.500000,0.300000,theta_std,0.054496,0.004133,0.050873,0.058119,5
springer_revision_full_20260530,decentralized-only_p1_g0_d2_loss0p1,decentralized_only,1.000000,0.000000,2.000000,0.100000,pose_rmse_m,0.983270,0.014920,0.970193,0.996348,5
springer_revision_full_20260530,decentralized-only_p1_g0_d2_loss0p1,decentralized_only,1.000000,0.000000,2.000000,0.100000,map_alignment_rmse_m,0.660254,0.001638,0.658818,0.661690,5
springer_revision_full_20260530,decentralized-only_p1_g0_d2_loss0p1,decentralized_only,1.000000,0.000000,2.000000,0.100000,fusion_time_s,1.493725,0.018949,1.477116,1.510335,5
springer_revision_full_20260530,decentralized-only_p1_g0_d2_loss0p1,decentralized_only,1.000000,0.000000,2.000000,0.100000,theta_mean,0.550445,0.017382,0.535209,0.565681,5
springer_revision_full_20260530,decentralized-only_p1_g0_d2_loss0p1,decentralized_only,1.000000,0.000000,2.000000,0.100000,theta_std,0.057350,0.003213,0.054534,0.060165,5
springer_revision_full_20260530,decentralized-only_p1_g0_d2_loss0p3,decentralized_only,1.000000,0.000000,2.000000,0.300000,pose_rmse_m,1.161832,0.014526,1.149099,1.174564,5
springer_revision_full_20260530,decentralized-only_p1_g0_d2_loss0p3,decentralized_only,1.000000,0.000000,2.000000,0.300000,map_alignment_rmse_m,0.788578,0.007386,0.782104,0.795051,5
springer_revision_full_20260530,decentralized-only_p1_g0_d2_loss0p3,decentralized_only,1.000000,0.000000,2.000000,0.300000,fusion_time_s,1.665155,0.019771,1.647825,1.682485,5
springer_revision_full_20260530,decentralized-only_p1_g0_d2_loss0p3,decentralized_only,1.000000,0.000000,2.000000,0.300000,theta_mean,0.435048,0.012266,0.424296,0.445800,5
springer_revision_full_20260530,decentralized-only_p1_g0_d2_loss0p3,decentralized_only,1.000000,0.000000,2.000000,0.300000,theta_std,0.060069,0.002599,0.057791,0.062348,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d0p5_loss0p1,decentralized_only,1.000000,0.250000,0.500000,0.100000,pose_rmse_m,0.801988,0.015594,0.788318,0.815657,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d0p5_loss0p1,decentralized_only,1.000000,0.250000,0.500000,0.100000,map_alignment_rmse_m,0.540673,0.012288,0.529903,0.551444,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d0p5_loss0p1,decentralized_only,1.000000,0.250000,0.500000,0.100000,fusion_time_s,0.943094,0.016135,0.928951,0.957237,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d0p5_loss0p1,decentralized_only,1.000000,0.250000,0.500000,0.100000,theta_mean,0.589860,0.016586,0.575322,0.604398,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d0p5_loss0p1,decentralized_only,1.000000,0.250000,0.500000,0.100000,theta_std,0.048565,0.006284,0.043057,0.054073,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d0p5_loss0p3,decentralized_only,1.000000,0.250000,0.500000,0.300000,pose_rmse_m,0.967328,0.013479,0.955513,0.979142,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d0p5_loss0p3,decentralized_only,1.000000,0.250000,0.500000,0.300000,map_alignment_rmse_m,0.673748,0.014797,0.660778,0.686718,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d0p5_loss0p3,decentralized_only,1.000000,0.250000,0.500000,0.300000,fusion_time_s,1.150312,0.027080,1.126575,1.174048,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d0p5_loss0p3,decentralized_only,1.000000,0.250000,0.500000,0.300000,theta_mean,0.491213,0.014945,0.478112,0.504313,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d0p5_loss0p3,decentralized_only,1.000000,0.250000,0.500000,0.300000,theta_std,0.049686,0.003684,0.046457,0.052915,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d2_loss0p1,decentralized_only,1.000000,0.250000,2.000000,0.100000,pose_rmse_m,0.975313,0.008785,0.967612,0.983014,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d2_loss0p1,decentralized_only,1.000000,0.250000,2.000000,0.100000,map_alignment_rmse_m,0.655024,0.018658,0.638670,0.671379,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d2_loss0p1,decentralized_only,1.000000,0.250000,2.000000,0.100000,fusion_time_s,1.500037,0.031180,1.472707,1.527367,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d2_loss0p1,decentralized_only,1.000000,0.250000,2.000000,0.100000,theta_mean,0.334243,0.009984,0.325492,0.342994,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d2_loss0p1,decentralized_only,1.000000,0.250000,2.000000,0.100000,theta_std,0.036429,0.003099,0.033713,0.039146,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d2_loss0p3,decentralized_only,1.000000,0.250000,2.000000,0.300000,pose_rmse_m,1.150518,0.013810,1.138413,1.162623,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d2_loss0p3,decentralized_only,1.000000,0.250000,2.000000,0.300000,map_alignment_rmse_m,0.785572,0.013046,0.774137,0.797008,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d2_loss0p3,decentralized_only,1.000000,0.250000,2.000000,0.300000,fusion_time_s,1.696501,0.021781,1.677409,1.715593,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d2_loss0p3,decentralized_only,1.000000,0.250000,2.000000,0.300000,theta_mean,0.266239,0.009339,0.258053,0.274425,5
springer_revision_full_20260530,decentralized-only_p1_g0p25_d2_loss0p3,decentralized_only,1.000000,0.250000,2.000000,0.300000,theta_std,0.036970,0.004589,0.032948,0.040993,5
springer_revision_full_20260530,decentralized-only_p1_g0p5_d0p5_loss0p1,decentralized_only,1.000000,0.500000,0.500000,0.100000,pose_rmse_m,0.805699,0.010939,0.796110,0.815288,5
springer_revision_full_20260530,decentralized-only_p1_g0p5_d0p5_loss0p1,decentralized_only,1.000000,0.500000,0.500000,0.100000,map_alignment_rmse_m,0.536627,0.014665,0.523772,0.549482,5
springer_revision_full_20260530,decentralized-only_p1_g0p5_d0p5_loss0p1,decentralized_only,1.000000,0.500000,0.500000,0.100000,fusion_time_s,0.941508,0.026045,0.918679,0.964337,5
